School,Address,Lat/Lon,Distance (Miles)
Indiana Tech Law School,"1600 E. Washington Blvd., Fort Wayne, IN, 46803","(41.079098, -85.11689)",1875.03629673344
Delta Technical College,"6550 D Interstate Boulevard, Horn Lake, MS, 38637","(34.953976, -90.00615)",1874.83436794959
The Center for Cosmetology Education,"3099 South Perkins, Memphis, TN, 38118","(35.064095, -89.9058)",1874.68495708895
Trinity College of the Bible and Trinity Theological Seminary,"4233 Medwel Drive, Newburgh, IN, 47630-2528","(37.97276, -87.39435)",1874.42974225792
Mid-South Christian College,"3097 Knight Road, Memphis, TN, 38118","(35.065784, -89.91046)",1874.4048775724
American National English Language Institute (ANELI) - Memphis,"2576 Thousand Oaks Blvd., Memphis, TN, 38118","(35.077007, -89.901985)",1874.31267280161
Nursing Bridges Institute,"14425 Cornerstone Village Drive, Houston, TX, 77014","(29.989836, -95.48485)",1874.20131521755
Masters of Cosmetology College,"1732 Bluffton Road, Fort Wayne, IN, 46809-1305","(41.051094, -85.16132)",1873.83404189929
Gould's Academy,"8000 US Highway 64, Bartlett, TN, 38133","(35.204678, -89.79335)",1873.8323919548
Crossroads Bible College,"601 N Shortridge Rd, Indianapolis, IN, 46219-4912","(39.77928, -86.04064)",1873.83162362947
Fort Wayne School of Radiography,"700 Broadway, Fort Wayne, IN, 41802","(41.078823, -85.148865)",1873.55565820813
Vatterott Career College,"6991 Appling Farms Parkway, Memphis, TN, 38133","(35.181633, -89.82651)",1873.30771796456
Concordia Theological Seminary,"6600 N Clinton St, Fort Wayne, IN, 46825-4996","(41.13943, -85.11774)",1873.13397895582
Plaza Beauty School,"4682 Spottswood Ave, Memphis, TN, 38117-4822","(35.111946, -89.90446)",1872.73253305185
KSA Beauty Academy,"1505 Newton Street, Jackson, MI, 49202","(42.268223, -84.405106)",1872.72716964416
Horizon University,"7700 Indian Lake Road, Indianapolis, IN, 46236","(39.89359, -85.98565)",1872.58622338722
Hillsdale Beauty College,"64 Waldron St, Hillsdale, MI, 49242","(41.918888, -84.63141)",1872.33177616841
Indiana University School of Optometry,"800 East Atwater Avenue, Bloomington, IN, 47405","(39.163128, -86.52391)",1872.29962692662
University of Saint Francis - Fort Wayne,"2701 Spring St, Fort Wayne, IN, 46808-3994","(41.088604, -85.17241)",1872.15666035331
Indiana University Bloomington,"107 S. Indiana Ave., Bloomington, IN, 47405-7000","(39.166412, -86.52692)",1872.04657898353
Community Health Network,"1500 North Ritter St., Indianapolis, IN, 46219","(39.787598, -86.07381)",1872.01185306364
Hillsdale College,"33 E. College Street, Hillsdale, MI, 49242","(41.931435, -84.63076)",1871.99401237345
Internexus Indiana,"1435 E Castle Ave, Indianapolis, IN, 46227","(39.70647, -86.134155)",1871.91890068418
University of Indianapolis,"1400 E Hanna Ave, Indianapolis, IN, 46227-3697","(39.708313, -86.1357)",1871.7853241012
"Tricoci University of Beauty Culture, LLC","1681 North College Avenue, Bloomington, IN, 47404","(39.18094, -86.5347)",1871.18422567676
Cypress Creek Emergency Medical Services,"7111 Five Forks Drive, Spring, TX, 77379","(30.033316, -95.52858)",1870.21802555503
Martin University,"2171 Avondale Place, Indianapolis, IN, 46218-0567","(39.798447, -86.10478)",1870.21009372558
Pat Wilsons Beauty College,"326 North Main Street, Henderson, KY, 42420","(37.84235, -87.59059)",1870.18848319927
Lone Star College - CyFair,"9191 Barker Cypress Road, Cypress, TX, 77433","(29.912306, -95.68609)",1870.16550620549
Paul Mitchell the School - Memphis,"3419 Plaza Avenue, Memphis, TN, 38111","(35.129463, -89.9467)",1870.10148613657
International Business College - Indianapolis,"7205 Shadeland Sta, Indianapolis, IN, 46256","(39.88789, -86.045746)",1869.98045233921
Evansville Tri-State Beauty College,"4920 Tippecanoe, Evansville, IN, 47715-3236","(37.973186, -87.49098)",1869.95677792418
Vatterott College - Memphis,"2655 Dividend Drive, Memphis, TN, 38132","(35.07236, -90.00606)",1869.84168650265
International Business College - Fort Wayne,"5699 Coventry Lane, Fort Wayne, IN, 46804-7145","(41.032845, -85.259964)",1869.80575169701
Victory University,"255 North Highland, Memphis, TN, 38111-1375","(35.138855, -89.94487)",1869.78907324071
The Salon Professional Academy - Evansville,"5545 Vogel Road, Evansville, IN, 47715","(37.987667, -87.48473)",1869.71306523464
Tricoci University of Beauty Culture LLC,"9725 Crosspoint Commons, Indianapolis, IN, 46256","(39.930557, -86.0296)",1869.31757882082
Harrison College - Indianapolis,"550 East Washington Street, Indianapolis, IN, 46204","(39.766865, -86.14817)",1869.24675347473
Hair Fashions By Kaye Beauty College,"6346 E 82nd St, Indianapolis, IN, 46250","(39.905334, -86.05864)",1868.80238685192
Credence Institute of Beauty,"121 Pine Street, Crossett, AR, 71635","(33.13499, -91.9602)",1868.66330980203
Memphis Theological Seminary,"168 East Parkway South at Union, Memphis, TN, 38104-4395","(35.13173, -89.983635)",1868.34941577429
Coastal Bend College,"3800 Charco Rd, Beeville, TX, 78102","(28.4357, -97.758255)",1868.2712588989
University of Evansville,"1800 Lincoln Avenue, Evansville, IN, 47722","(37.96995, -87.5323)",1868.17003776098
New Wave Hair Academy,"3250 Coleman Rd., Memphis, TN, 38128","(35.214375, -89.91747)",1867.85183361848
Indiana University - Purdue University Indianapolis,"420 University Blvd., Indianapolis, IN, 46202","(39.77363, -86.175575)",1867.74676074866
"Charles D. Eubank & Associates, Inc. Dale Carnegie Training","747 Oak Hill Road, Evansville, IN, 47711-5369","(37.983402, -87.53443)",1867.5774018533
Memphis College of Art,"1930 Poplar Ave, Memphis, TN, 38104-2764","(35.142303, -89.99608)",1867.34695163279
"Allura Academy of Beauty, Ruston","213 West Alabama, Ruston, LA, 71270","(32.530476, -92.63942)",1867.34682136541
Louisiana Tech University,"305 Wisteria, Ruston, LA, 71272","(32.5286, -92.64899)",1867.02480890489
Rhodes College,"2000 North Parkway, Memphis, TN, 38112-1690","(35.152332, -89.994385)",1867.00172072608
Indiana Wesleyan University,"4201 S Washington St, Marion, IN, 46953-4974","(40.519012, -85.66847)",1866.97182178315
Last Minute Cuts School of Barbering & Cosmetology,"2195 South Third Street, Memphis, TN, 38109","(35.087315, -90.056694)",1866.94227184057
Tucker Career and Technology,"107 S Pennsylvania Ave, Marion, IN, 46952","(40.56068, -85.645065)",1866.73009842887
LeMoyne-Owen College,"807 Walker Ave, Memphis, TN, 38126","(35.1194, -90.0357)",1866.53294304098
Methodist Healthcare,"1265 Union Avenue, Memphis, TN, 38104","(35.137104, -90.019356)",1866.52146726075
Pyramid Beauty School,"1292 Madison Avenue, Memphis, TN, 38104","(35.13911, -90.01835)",1866.48227727203
Southern College of Optometry,"1245 Madison Ave, Memphis, TN, 38104-2211","(35.139236, -90.01988)",1866.40836463423
William R. Moore College of Technology,"1200 Poplar Avenue, Memphis, TN, 38104","(35.14428, -90.01919)",1866.22735094239
Baptist Memorial College of Health Sciences,"1003 Monroe Ave, Memphis, TN, 38104","(35.139015, -90.02828)",1866.04094000705
Butler University,"4600 Sunset Ave, Indianapolis, IN, 46208","(39.839554, -86.16893)",1865.85825281613
The Barber School,"1309 Jackson Avenue, Memphis, TN, 38107","(35.15833, -90.01455)",1865.84527357213
All Saints Bible College,"930 Mason Street, Memphis, TN, 38126","(35.1218, -90.04973)",1865.80295566779
Southwest Tennessee Community College,"737 Union Avenue, Memphis, TN, 38103","(35.138824, -90.03666)",1865.67316970426
Christian Theological Seminary,"1000 W 42nd St, Indianapolis, IN, 46208-3301","(39.831726, -86.17883)",1865.658468479
Health-Tech Institute of Memphis,"571 Vance Avenue, Memphis, TN, 38126","(35.134598, -90.04316)",1865.55934665809
Kenny's Academy of Barbering,"2150 Lafayette Road, Indianapolis, IN, 46222","(39.796215, -86.20664)",1865.54879055421
Rasco Radiant Academy of Cosmetology,"1830 Highway 51 South, Covington, TN, 38019","(35.538902, -89.67066)",1865.46025254248
J Everett Light Career Center,"1901 E 86 St, Indianapolis, IN, 46240","(39.91251, -86.12818)",1865.3306330664
Marian University,"3200 Cold Spring Rd, Indianapolis, IN, 46222-1997","(39.814636, -86.200905)",1865.20129717875
Tennessee College of Applied Technology - Memphis,"550 Alabama Ave, Memphis, TN, 38105-3604","(35.14859, -90.03872)",1865.17036125317
Visible Music College,"200 Madison Ave, Memphis, TN, 38103","(35.144485, -90.050156)",1864.83002775816
Grambling State University,"403 Main Street, Grambling, LA, 71245","(32.52109, -92.71356)",1864.61237725923
Vibe Barber College,"880 Thomas Street, Memphis, TN, 38107","(35.16544, -90.03652)",1864.56122665009
Libertas Urban Montessori Institute & Residency,"3777 Edenburg Drive, Memphis, TN, 38127","(35.22928, -89.97753)",1864.53120428782
Roger's Academy of Hair Design,"2903 Mt. Vernon Avenue, Evansville, IN, 47712","(37.983364, -87.609886)",1864.09904223417
Grace School of Theology,"3705 College Park Drive, The Woodlands, TX, 77384","(30.206545, -95.47221)",1863.59263827455
Jett College of Barbering,"3740 North Watkins Street, Memphis, TN, 38127","(35.227364, -90.00304)",1863.46633539245
Studio 75 Hair Academy,"4970 Navy Road, Millington, TN, 38053","(35.34134, -89.89773)",1863.4346049659
Trine University,"1 University Ave, Angola, IN, 46703","(41.63442, -85.005135)",1863.35583351997
Aviation Institute of Maintenance - Indianapolis,"7251 W McCarty St, Indianapolis, IN, 46241","(39.75368, -86.288246)",1863.17574773849
Oakland City University,"138 N Lucretia St, Oakland City, IN, 47660-1099","(38.338093, -87.35198)",1863.08211165181
Huntington University,"2303 College Ave, Huntington, IN, 46750","(40.89972, -85.49657)",1862.93318525934
Tennessee College of Applied Technology - Ripley,"127 Industrial Drive, Ripley, TN, 38063","(35.778072, -89.51815)",1862.51777213864
Earle C. Clements Job Corps Academy,"2302 Highway 60 E, Morganfield, KY, 42437","(37.693768, -87.87713)",1862.51256179709
Lone Star College System,"5000 Research Forest Drive, The Woodlands, TX, 77381-4399","(30.201096, -95.51054)",1862.33412817823
St. Vincent College of Health Professions,"2001 West 86th Street, Indianapolis, IN, 46260","(39.91203, -86.19653)",1862.16809026988
University of Southern Indiana,"8600 University Blvd, Evansville, IN, 47712","(37.966167, -87.67676)",1861.64818127462
Textures Institute of Cosmetology,"8325 North Michigan Road, Indianapolis, IN, 46268","(39.907898, -86.2209)",1861.17183714798
MyComputerCareer.com / TechSkills,"8909 Purdue Road, Indianapolis, IN, 46278","(39.91674, -86.22071)",1860.88760441793
Fortis College,"9001 N. Wesleyan Road, Indianapolis, IN, 46268","(39.917038, -86.22346)",1860.74985248699
Lincoln College of Technology - Indianapolis,"7225 Winton Drive - Building 128, Indianapolis, IN, 46268","(39.88835, -86.247025)",1860.60550579898
ITT Technical Institute - Indianapolis,"9511 Angola Ct, Indianapolis, IN, 46268-1119","(39.925125, -86.223755)",1860.46821883793
Tennessee College of Applied Technology - Newbern,"340 Washington St, Newbern, TN, 38059","(36.118927, -89.260994)",1860.33445735473
"Hanes & Associates, Inc. Dale Carnegie Training","9296 Waldemar Road, Indianapolis, IN, -","(39.92166, -86.22984)",1860.30003809548
Bayshire Beauty Academy,"917 Saginaw Street, Bay City, MI, 48708-5614","(43.599396, -83.88875)",1860.24176947878
Aveda Institute-Houston,"1212 D. South Frazier, Conroe, TX, 77301","(30.29176, -95.456245)",1859.87749436825
Kaplan College - Indianapolis,"7302 Woodland Dr, Indianapolis, IN, 46278-1736","(39.88506, -86.26691)",1859.79012766959
Saginaw Valley State University,"7400 Bay Rd, University Center, MI, 48710","(43.51513, -83.97315)",1858.53579032251
Albion College,"611 E Porter St, Albion, MI, 49224","(42.243786, -84.74579)",1857.57910121009
Protege Academy,"4960 Northwind Drive, East Lansing, MI, 48823","(42.726097, -84.45532)",1857.46733199846
Dyersburg State Community College,"1510 Lake Road, Dyersburg, TN, 38024-2411","(36.04719, -89.393)",1857.24324854526
Avant Gard The School,"1060 East Main Street, Brownsburg, IN, 46112","(39.836563, -86.38052)",1856.12062876056
Douglas J Aveda Institute,"331 East Grand River Ave, East Lansing, MI, 48823","(42.7345, -84.481)",1856.04055095947
Laredo Beauty College Inc,"3020 N Meadow Ave, Laredo, TX, 78040","(27.523424, -99.48033)",1855.84532823016
Texas A&M International University,"5201 University Blvd, Laredo, TX, 78041-1900","(27.572767, -99.431305)",1854.81331606909
Career Quest Learning Center,"3215 South Pennsylvania Avenue, Lansing, MI, 48910","(42.699043, -84.53809)",1854.37230430111
The Salon Academy,"440 Marshall Street, Coldwater, MI, 49038","(41.954033, -85.0005)",1854.12181669616
Laredo CHI Academy Beauty School,"1710 Peaceful Meadows Court, Laredo, TX, 78041","(27.575172, -99.46765)",1853.38452454203
Michigan Radiologic and Imaging Sciences Consortium (MiRIS),"222 N. Chestnut Street, Lansing, MI, 48933","(42.73505, -84.55847)",1852.4247397039
Daymar College - Paducah,"509 South 30th Street, Paducah, KY, 42001","(37.075886, -88.638504)",1850.99873305796
West Kentucky Community and Technical College,"4810 Alben Barkley Drive, Paducah, KY, 42002-7380","(37.056847, -88.657135)",1850.88016822773
AIS Heavy Equipment Technical Institute,"3600 N. Grand River Ave., Lansing, MI, 48906","(42.764164, -84.58142)",1850.55124226341
Great Lakes Christian College,"6211 W Willow Hwy, Lansing, MI, 48917-1299","(42.7555, -84.63773)",1848.17401371845
Summit Salon Academy Kokomo,"1012 South Reed Road, Kokomo, IN, 46902","(40.476055, -86.10763)",1847.9054524054
Manchester University,"604 E. College Ave., North Manchester, IN, 46962","(41.010162, -85.76403)",1847.03525481405
Alpena Community College,"665 Johnson Street, Alpena, MI, 49707","(45.07885, -83.44248)",1844.44267014698
Olivet College,"320 South Main Street, Olivet, MI, 49076","(42.443478, -84.92426)",1843.58549491326
Vincennes University,"1002 N First St, Vincennes, IN, 47591","(38.686634, -87.52082)",1842.79394361664
Northwood University,"4000 Whiting Dr, Midland, MI, 48640","(43.628292, -84.27513)",1841.58533401787
DePauw University,"313 S Locust St, Greencastle, IN, 46135-1772","(39.641003, -86.86066)",1840.36151762285
"Creative School of Cosmetology, Inc.","637 West Moultrie Drive, Blytheville, AR, 72315","(35.936615, -89.911606)",1838.26937390905
Grace College and Seminary,"200 Seminary Dr., Winona Lake, IN, 46590","(41.225533, -85.81579)",1837.97787404251
Lynndale Fundamentals of Beauty School,"1729 Champagnolle Rd, El Dorado, AR, 71730","(33.224434, -92.644806)",1834.92926761283
Kellogg Community College,"450 North Ave, Battle Creek, MI, 49017-3397","(42.334167, -85.17977)",1834.80181983454
Robert B. Miller College,"450 North Avenue, Battle Creek, MI, 49017-3397","(42.334167, -85.17977)",1834.80181983454
Professional Cosmetology Education Center,"460 North Washington Avenue, El Dorado, AR, 71730","(33.21498, -92.66375)",1834.54553976564
Glen Oaks Community College,"62249 Shimmel Rd, Centreville, MI, 49032-9719","(41.893158, -85.506935)",1832.32837240079
Evvaylois Academy School of Beauty,"2244 South Market Street, Brenham, TX, 77833","(30.14972, -96.38662)",1830.09482949618
Blinn College District,"902 College Ave, Brenham, TX, 77833-4098","(30.159145, -96.40598)",1828.84122856766
Delta Designs Cosmetology School,"671 Addison Drive, Wynne, AR, 72396","(35.232487, -90.78551)",1828.20306170154
Star College of Cosmetology,"705 N University Dr, Nacogdoches, TX, 75961-4645","(31.607239, -94.64183)",1827.22231411382
American School of Business,"702 Professional Drive North, Shreveport, LA, 71105","(32.41413, -93.724144)",1826.65473644336
Shawnee Community College,"8364 Shawnee College Rd, Ullin, IL, 62992","(37.271656, -89.04339)",1824.95068018702
"Guy's Academy Hair, Skin & Nails","1141 Shreveport Barksdale Highway, Shreveport, LA, 71105","(32.485672, -93.70787)",1823.94482223168
Rose-Hulman Institute of Technology,"5500 Wabash Avenue, Terre Haute, IN, 47803-3999","(39.478897, -87.332634)",1823.94427469137
Centenary College of Louisiana,"2911 Centenary Boulevard, Shreveport, LA, 71134-1188","(32.48504, -93.73362)",1822.88425273525
Bos-Man's Barber College,"2724 West 70th Street, Shreveport, LA, 71108","(32.44203, -93.78196)",1822.88191922599
Ayers Career College,"8020 Jewella Avenue, Shreveport, LA, 71105","(32.429096, -93.79744)",1822.8424510776
Pat Goins Shreveport Beauty School,"6363 Hearne Ave Ste 106, Shreveport, LA, 71108","(32.44888, -93.781006)",1822.59655420974
J Michael Harrold Beauty Academy,"2232 Wabash Ave, Terre Haute, IN, 47807","(39.470116, -87.38346)",1821.88535947834
Digital Media Institute at InterTech,"2031 Kings Highway, Shreveport, LA, 71103","(32.481796, -93.77103)",1821.45446448941
Saginaw Chippewa Tribal College,"2274 Enterprise Dr, Mount Pleasant, MI, 48858","(43.61064, -84.731384)",1820.89233004185
Shreveport Job Corps Center,"2815 Lillian Street, Shreveport, LA, 71109","(32.49185, -93.78268)",1820.48382550725
Setting the Standard Barbering and Natural Hair Academy,"2902 Jewella Avenue, Shreveport, LA, 71109","(32.484486, -93.79723)",1820.2178188166
Marks-To Beauty Academy,"1614 Brentwood Drive, Pine Bluff, AR, -","(34.214462, -91.9804)",1819.23820086683
